Site;Progeny;Treatment;TreeNb;NbLeaf;Status;NewLeafDate;PruningLeafDate;DryLeafDate;BrokenLeafDate;HarvestingBunchDate;SpatheOpeningDate;BunchSex;PetioleLength;PetioleFW;PetSampleFW;PetSampleDW;PetioleWaterContent;PetioleDW;RachisLength;RachisFW;RacSampleFW;RacSampleDW;RachisWaterContent;RachisDW;LeafletNbRigth;LeafletNbLeft;LeafletTotNb;LeafletFW;LeafSampleFW;LeafSampleDW;LeafWaterContent;LeafletDW;BunchFW;BunchDW;PeduncleFW;PedSampleFW;PedSampleDW;PeduncleWaterContent;PeduncleDW;SpikeletFW;SpiSampleFW;SpiSampleDW;SpikeletWaterContent;SpikeletDW;ParthenoFruitNb;ParthenoFruitFW;ParthenoSampleFW;ParthenoSampleDW;ParthenoFruitWaterContent;ParthenoFruitDW;FruitNb;FruitFW;FruitSampleFW;FruitSampleDW;FruitWaterContent;FruitDW;PulpSampleFW;PulpSampleDW;NutSampleFW;NutSampleDW
BMLE;P63;Irrigation;I1;-46;;25/11/2009;04/03/2011;;;;07/07/2010;M;146;6050;221.8;69.9;0.684851217;1906.650135;667;7200;221.6;57.4;0.740974729;1864.981949;182;180;362;5400;301.9;142.9;0.526664458;2556.011924;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-47;;25/11/2009;05/03/2011;;;;21/07/2010;M;150;6400;159.3;62.8;0.605775267;2523.038293;666;6850;233.5;106.2;0.545182013;3115.503212;182;180;362;5500;205.3;88.2;0.570384803;2362.883585;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-48;;09/12/2009;;01/04/2011;;;04/08/2010;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-49;;23/12/2009;18/06/2011;;;;18/08/2010;M;114;4000;247.4;63.9;0.741713824;1033.144705;632;5700;198.1;55.1;0.721857648;1585.411408;191;193;384;4350;224.7;86.8;0.613707165;1680.373832;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-50;;06/01/2010;01/07/2011;;;;01/09/2010;M;156;6900;234.9;96.9;0.587484036;2846.360153;624;5850;227.2;70.7;0.688820423;1820.400528;190;189;379;4250;250.5;107.3;0.571656687;1820.459082;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-51;;20/01/2010;18/03/2011;;;04/03/2011;15/09/2010;F;141;6100;281.9;142.2;0.495565803;3077.048599;614;4900;252.8;132.5;0.475870253;2568.235759;190;192;382;4400;255.2;144.5;0.433777429;2491.37931;15920;9806.79;1060;112;73.5;0.34375;695.625;2800;205;82.4;0.59804878;82.4;320;680;64;18.2;0.715625;193.375;668;11380;249;170.5;0.315261044;7792.329317;201;133;48;37.5
BMLE;P63;Irrigation;I1;-52;;03/02/2010;;;;05/03/2011;13/10/2010;F;;;;;;;;;;;;;;;;;;;;;28890;17199.67;1660;211;117.6;0.442654028;925.1943128;6540;227;116.3;0.487665198;116.3;537;860;41;6.7;0.836585366;140.5365854;1938;19830;168;108.3;0.355357143;12783.26786;130;77.8;38;30.5
BMLE;P63;Irrigation;I1;-53;;03/03/2010;01/04/2011;;;01/04/2011;27/10/2010;F;163;7050;237.6;114.4;0.518518519;3394.444444;594;5900;218.6;79.3;0.637236962;2140.301921;186;180;366;4200;190.8;94.9;0.502620545;2088.993711;28610;18723.93;1710;228;146.9;0.355701754;1101.75;6000;228;126.2;0.446491228;126.2;617;980;45;20.1;0.553333333;437.7333333;1755;19920;173;120.4;0.304046243;13863.39884;133;87.9;40;32.5
BMLE;P63;Irrigation;I1;-54;;17/03/2010;09/07/2011;;;;;A;153;7100;223.5;49.9;0.776733781;1585.190157;598;5900;257.2;66.3;0.74222395;1520.878694;184;188;372;4300;221.5;84.7;0.617607223;1644.288939;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-55;;31/03/2010;13/08/2011;;;;08/12/2010;M;162;7250;210.2;78.7;0.625594672;2714.43863;592;5600;227.1;97.5;0.570673712;2404.227213;190;188;378;4100;188.4;80.8;0.571125265;1758.386412;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-56;;14/04/2010;01/07/2011;;;;08/12/2010;M;;;;;;;603;5900;233;98.1;0.578969957;2484.077253;193;179;372;4100;223.1;92.7;0.58449126;1703.585836;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-57;;28/04/2010;01/07/2011;;;;22/12/2010;M;;;;;;;605;5800;234.5;68.5;0.707889126;1694.24307;195;186;381;4100;236.2;98.1;0.584674005;1702.836579;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-58;;12/05/2010;;;;01/07/2011;19/01/2011;F;;;;;;;;;;;;;;;;;;;;;18983.47;12422.83;1410;217;54.4;0.749308756;353.4746544;4680;207;81.3;0.607246377;81.3;713;1100;47;10.7;0.772340426;250.4255319;1323;16120;173;110.9;0.358959538;10333.57225;136;80.2;37;30.7
BMLE;P63;Irrigation;I1;-59;;26/05/2010;;02/11/2011;;09/07/2011;02/02/2011;F;;;;;;;;;;;;;;;;;;;;;19930.21;13329.54;1410;201;54.2;0.730348259;380.2089552;5800;213;90.9;0.573239437;90.9;695;750;33;5.9;0.821212121;134.0909091;1801;17390;134;82.6;0.38358209;10719.50746;98;53.9;36;28.7
BMLE;P63;Irrigation;I1;-60;;09/06/2010;;;;13/08/2011;02/03/2011;F;;;;;;;;;;;;;;;;;;;;;18850.94;13382.01;1330;204;70.7;0.653431373;460.9362745;4410;227;120.1;0.47092511;120.1;845;900;33;4.7;0.857575758;128.1818182;1371;16160;169;114.2;0.324260355;10919.95266;130;82.5;39;31.7
BMLE;P63;Irrigation;I1;-61;;23/06/2010;;;;26/08/2011;30/03/2011;F;;;;;;;;;;;;;;;;;;;;;18543.72;12670.36;1290;205;57.8;0.71804878;363.7170732;4080;200;81.5;0.5925;81.5;600;620;34;5.1;0.85;93;1472;16270;161;108;0.329192547;10914.03727;123;76.9;38;31.1
BMLE;P63;Irrigation;I1;-62;;21/07/2010;;02/11/2011;;07/09/2011;30/03/2011;F;;;;;;;;;;;;;;;;;;;;;18144.2;11806.46;1440;238;63.5;0.733193277;384.2016807;4850;222;91.2;0.589189189;91.2;1280;2310;52;9.8;0.811538462;435.3461538;1237;14010;160;107.1;0.330625;9377.94375;120;74.1;40;33
BMLE;P63;Irrigation;I1;-63;;04/08/2010;27/09/2011;;;27/09/2011;13/04/2011;F;169;7400;281.8;107.4;0.618878637;2820.298084;525;6050;287.3;142.6;0.503654716;3002.888966;189;187;376;3500;283.6;180.9;0.36212976;2232.545839;17389.62;13376.43;1330;206;125.4;0.391262136;809.6213592;4550;223;134.5;0.396860987;134.5;557;630;30;16.2;0.46;340.2;1595;14620;127;89.4;0.296062992;10291.55906;98;62.9;29;26.5
BMLE;P63;Irrigation;I1;-64;;18/08/2010;30/09/2011;;;30/09/2011;27/04/2011;F;162;7500;228.9;58.1;0.74617737;1903.669725;532;6600;206.2;63.3;0.693016489;2026.091174;158;156;314;3500;206.6;127.7;0.381897386;2163.359148;14455.42;10244.82;1210;214;100;0.53271028;565.4205607;4480;224;110;0.508928571;110;910;870;30;4.1;0.863333333;118.9;1378;11810;121;81.2;0.32892562;7925.38843;91;55.7;30;25.5
BMLE;P63;Irrigation;I1;-65;;01/09/2010;;;;;11/05/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-66;;15/09/2010;;;;;25/05/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-67;;13/10/2010;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-68;;27/10/2010;;;;;06/07/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-69;;10/11/2010;;;;;04/08/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-70;;24/11/2010;;;;;18/08/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-71;;22/12/2010;;;;;07/09/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-72;;05/01/2011;;;;;06/10/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-73;;19/01/2011;;;;;19/10/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-74;;02/02/2011;;;;;18/11/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-75;;16/02/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-76;;02/03/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-77;;30/03/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-78;;13/04/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-79;;27/04/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-80;;25/05/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-81;;22/06/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-82;;06/07/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-83;;20/07/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-84;;04/08/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-85;;07/09/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-86;;21/09/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-87;;19/10/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-88;;02/11/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I1;-89;;18/11/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;44;;;01/05/2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;40;;;12/06/2008;;;;;;;;;;;;600;5300;111.1;33.1;0.702070207;1579.027903;186;184;370;2850;122.4;48;0.607843137;1117.647059;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;39;;;12/06/2008;;;;;;;;;;;;673;6150;130.6;39.5;0.69754977;1860.068913;198;194;392;2950;115.5;43.8;0.620779221;1118.701299;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;33;;;31/05/2008;;;;;;;;;;;;654;3600;78.6;19.4;0.753180662;888.5496183;197;199;396;3300;128.8;40.3;0.687111801;1032.531056;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;41;;;15/02/2008;;;;;;;;;;;;613;2500;49.9;41.4;0.170340681;2074.148297;182;178;360;4100;143.3;47.1;0.671318911;1347.592463;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;32;;;12/06/2008;;;;;;;;;;;;615;5250;105.8;29.4;0.722117202;1458.884688;174;172;346;2500;76.6;29.1;0.620104439;949.7389034;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;31;;;15/02/2008;;;;;;168;3100;98.2;29.9;0.695519348;943.8900204;617;3100;88.5;29.6;0.665536723;1036.836158;188;194;382;1000;73.5;56.5;0.231292517;768.707483;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;26;;;;24/09/2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;22;dry;;;22/01/2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;21;dry;;;18/03/2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;20;pruning;;17/11/2008;;;;;;;;;;;;654;4500;96.9;32;0.669762642;1486.068111;201;204;405;2900;83.5;31.5;0.622754491;1094.011976;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;18;;;05/08/2008;;;;;;;;;;;;670;5900;75.7;21;0.722589168;1636.72391;200;198;398;3100;102.8;38.2;0.628404669;1151.945525;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;17;;;15/02/2008;;;;;;126;3150;167.2;44.8;0.732057416;844.0191388;660;5150;134.3;40.4;0.699180938;1549.218168;169;172;341;4100;56.9;49.9;0.123022847;3595.606327;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;16;pruning;;17/11/2008;;;;;;;;;;;;665;4400;115.1;37.2;0.67680278;1422.067767;204;201;405;3200;65;26.4;0.593846154;1299.692308;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;15;;;;17/11/2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;14;;;;;;;16/01/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;13;;;05/08/2008;;;;;A;;;;;;;580;6100;152.3;50.1;0.671043992;2006.631648;194;196;390;3400;104;37.8;0.636538462;1235.769231;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;12;;;;07/01/2009;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;11;;;16/03/2009;;;;;A;120;3600;99.5;24.7;0.751758794;893.6683417;543;3980;101.5;26;0.743842365;1019.507389;196;198;394;3080;75.5;26;0.655629139;1060.662252;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;10;;;16/03/2009;;;;27/03/2008;M;130;3940;118;28.7;0.756779661;958.2881356;530;4060;138.9;35.5;0.744420446;1037.652988;204;198;402;3120;88.2;33.5;0.620181406;1185.034014;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;9;;;12/09/2008;;;;;A;;;;;;;562;4460;196;51;0.739795918;1160.510204;182;180;362;3000;120.9;43.7;0.638544251;1084.367246;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;8;;;09/10/2008;;;05/08/2008;13/02/2008;F;;;;;;;545;4640;176.5;55.8;0.683852691;1466.923513;201;196;397;3020;88.1;34.8;0.604994325;1192.91714;18150;9951;1000;191;28.5;0.85078534;149.2146597;4600;161.8;54.5;0.6631644;54.5;337;650;59.4;8.6;0.855218855;94.10774411;1331;11900;279.2;191.4;0.314469914;8157.808023;241.3;164.2;37.9;27.2
BMLE;P63;Irrigation;I2;7;dry;;;04/03/2009;;;27/02/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;6;dry;;;21/01/2009;;;27/02/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;5;dry;;;18/04/2009;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;4;;;12/09/2008;;;12/09/2008;27/03/2008;F;;;;;;;630;4480;241.7;66.1;0.72652048;1225.18825;215;212;427;3200;138.3;49.6;0.641359364;1147.650036;23500;12438;1300;199.3;30.5;0.846964375;198.9463121;5700;169.1;50.1;0.703725606;50.1;1038;1700;54.4;6.4;0.882352941;200;1670;14800;256.8;179.6;0.300623053;10350.77882;214.6;150.9;42.2;28.7
BMLE;P63;Irrigation;I2;3;;;;;;09/10/2008;10/04/2008;F;;;;;;;;;;;;;;;;;;;;;21740;11952;1200;138.4;20;0.855491329;173.4104046;4840;112.5;39;0.653333333;39;854;1600;48.8;6;0.87704918;196.7213115;1253;14100;229.5;161.2;0.297603486;9903.79085;187.7;130.5;41.8;30.7
BMLE;P63;Irrigation;I2;2;;;18/04/2009;;;;25/04/2008;M;172;6100;132.9;37.9;0.714823175;1739.578631;650;5600;111;32.5;0.707207207;1639.63964;204;210;414;3740;83;31;0.626506024;1396.86747;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;1;dry;;;29/08/2009;;;08/05/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;-1;;12/09/2007;;;;;04/06/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;-2;harvesting;24/10/2007;27/01/2009;;;;18/06/2008;M;;;;;;;663;5580;103.5;28.8;0.72173913;1552.695652;194;197;391;3620;77.2;28.1;0.636010363;1317.642487;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;-3;;24/10/2007;31/07/2009;;;;03/07/2008;M;149;4460;118.1;31;0.737510584;1170.702794;655;5160;117.6;33.2;0.717687075;1456.734694;199;192;391;3780;114.9;42.1;0.63359443;1385.013055;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;-4;;22/11/2007;18/04/2009;;;;16/07/2008;M;159;5380;118.4;30.2;0.744932432;1372.263514;650;5180;117.5;32.2;0.725957447;1419.540426;186;192;378;3640;69.7;26.3;0.62266858;1373.48637;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;-5;dry;05/12/2007;;09/07/2009;;;31/07/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;-6;;19/12/2007;;;;;27/08/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;-7;;16/01/2008;;;;;11/09/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;-8;;30/01/2008;;;19/08/2009;;24/09/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;-9;dry;13/02/2008;;12/09/2009;19/08/2009;18/04/2009;29/10/2008;F;;;;;;;;;;;;;;;;;;;;;20440;10462;1540;217.9;34.3;0.842588343;242.4139514;5000;165.5;55.4;0.665256798;55.4;755;1850;62.6;7.1;0.88658147;209.8242812;836;12050;269;186.1;0.308178439;8336.449814;230.1;158.1;38.9;28
BMLE;P63;Irrigation;I2;-10;;27/02/2008;24/07/2009;;;;13/11/2008;M;155;5120;99.8;24.8;0.751503006;1272.304609;600;4860;106.9;28.3;0.735266604;1286.604303;192;191;383;4120;87.4;30.1;0.655606407;1418.901602;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;-11;;27/03/2008;31/07/2009;;;;26/11/2008;M;180;6440;99.5;24.5;0.753768844;1585.728643;589;4920;90.5;22.8;0.748066298;1239.513812;190;191;381;4000;93.1;34.2;0.632653061;1469.387755;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;-12;;10/04/2008;;;;;10/12/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;-13;;25/04/2008;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;-14;;08/05/2008;05/09/2009;;;;07/01/2009;M;174;6500;71.6;18.6;0.740223464;1688.547486;605;5180;71.7;19.3;0.730822873;1394.337517;196;193;389;4160;88.9;31.5;0.645669291;1474.015748;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;-15;harvesting;22/05/2008;10/10/2009;;16/09/2009;24/07/2009;04/02/2009;F;168;4500;57.8;18.3;0.683391003;1424.740484;625;5000;87.9;25.9;0.705346985;1473.265074;190;198;388;4180;63.9;23;0.640062598;1504.538341;23940;12894;1180;90.6;15.2;0.832229581;197.9690949;4900;101.1;34;0.663699308;34;690;1740;65.5;7.6;0.883969466;201.8931298;1548;16120;248.5;167.2;0.327162978;10846.1328;213.7;142.1;34.8;25.1
BMLE;P63;Irrigation;I2;-16;;04/06/2008;;;19/08/2009;31/07/2009;18/02/2009;F;;;;;;;;;;;;;;;;;;;;;22680;11969;1600;80.1;13.2;0.835205993;263.670412;5400;98.4;28.8;0.707317073;28.8;675;1100;53.4;6.4;0.880149813;131.835206;1704;14580;244.1;167.3;0.314625154;9992.76526;210.2;141.8;33.9;25.5
BMLE;P63;Irrigation;I2;-17;harvesting;18/06/2008;24/10/2009;;14/10/2009;;04/03/2009;M;162.5;4800;103.7;28.1;0.729026037;1300.675024;520;6400;98;27.7;0.717346939;1808.979592;190;186;376;3720;64.5;23.6;0.634108527;1361.116279;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I2;-18;harvesting;03/07/2008;29/08/2009;;;29/08/2009;18/03/2009;F;155;5380;135;27.6;0.795555556;1099.911111;614;6140;131.2;32.4;0.75304878;1516.280488;190;195;385;4360;74.5;26.9;0.638926174;1574.281879;23880;12596;1500;115.1;18.2;0.841876629;237.1850565;5420;33.1;10.4;0.685800604;10.4;751;100;84;9.3;0.889285714;11.07142857;2450;16860;119.9;75.7;0.368640534;10644.7206;85.3;52.5;34.6;23.2
BMLE;P63;Irrigation;I2;-19;harvesting;16/07/2008;12/09/2009;;;12/09/2009;15/04/2009;F;169;5440;84.8;20.4;0.759433962;1308.679245;690;6200;123.5;32;0.740890688;1606.477733;198;194;392;4500;66.4;25;0.623493976;1694.277108;22040;11828;1320;82.7;12.4;0.850060459;197.9201935;5200;55.7;19;0.658886894;19;506;820;56.2;6.9;0.877224199;100.6761566;1672;14700;175.1;116.2;0.336379212;9755.225585;139.8;90.2;35.3;26
BMLE;P63;Irrigation;I2;-20;harvesting;13/08/2008;09/01/2010;;21/01/2009;10/10/2009;15/04/2009;F;168;6280;100.1;25;0.75024975;1568.431568;668;5840;91.8;23.2;0.747276688;1475.904139;194;190;384;4460;71.1;28.2;0.603375527;1768.945148;17120;9320.9;1100;97.9;16.3;0.833503575;183.1460674;4120;85.4;27.9;0.673302108;27.9;790;900;19.8;6.9;0.651515152;313.6363636;1253;11000;187.4;127.4;0.320170758;7478.121665;151.7;101;35.7;26.4
BMLE;P63;Irrigation;I2;-21;harvesting;27/08/2008;12/12/2009;;;10/10/2009;29/04/2009;F;170;7180;133.3;31.5;0.763690923;1696.699175;684;5880;141.6;36.2;0.744350282;1503.220339;175;176;351;4140;83.2;32;0.615384615;1592.307692;19320;10077.68;1080;162;24.4;0.849382716;162.6666667;4700;107;32.2;0.699065421;32.2;660;640;49;5.7;0.883673469;74.44897959;1396;12900;141;92.1;0.346808511;8426.170213;107;68.3;34;23.8
