Site;Progeny;Treatment;TreeNb;NbLeaf;Status;NewLeafDate;PruningLeafDate;DryLeafDate;BrokenLeafDate;HarvestingBunchDate;SpatheOpeningDate;BunchSex;PetioleLength;PetioleFW;PetSampleFW;PetSampleDW;PetioleWaterContent;PetioleDW;RachisLength;RachisFW;RacSampleFW;RacSampleDW;RachisWaterContent;RachisDW;LeafletNbRigth;LeafletNbLeft;LeafletTotNb;LeafletFW;LeafSampleFW;LeafSampleDW;LeafWaterContent;LeafletDW;BunchFW;BunchDW;PeduncleFW;PedSampleFW;PedSampleDW;PeduncleWaterContent;PeduncleDW;SpikeletFW;SpiSampleFW;SpiSampleDW;SpikeletWaterContent;SpikeletDW;ParthenoFruitNb;ParthenoFruitFW;ParthenoSampleFW;ParthenoSampleDW;ParthenoFruitWaterContent;ParthenoFruitDW;FruitNb;FruitFW;FruitSampleFW;FruitSampleDW;FruitWaterContent;FruitDW;PulpSampleFW;PulpSampleDW;NutSampleFW;NutSampleDW
BMLE;P63;Control;C1;-47;;20/11/2008;;12/08/2009;;19/12/2009;16/07/2009;F;;;;;;;;;;;;;;;;;;;;;24320;13581;1700;104;13.8;0.867307692;225.5769231;5300;77;27.3;0.645454545;27.3;313;420;46;6.4;0.860869565;58.43478261;1870;16900;156;105.4;0.324358974;11418.33333;135;90.5;21;14.9
BMLE;P63;Control;C1;-48;;18/12/2008;29/05/2010;;;15/01/2010;30/07/2009;F;178;8160;173.2;;;;671;6500;185;;;;192;182;374;4080;173.2;;;;22320;12353;1880;123;13.9;0.88699187;212.4552846;6300;51;23.4;0.541176471;23.4;410;460;40;4.7;0.8825;54.05;2176;13680;187;125.7;0.327807487;9195.593583;171;114.7;16;11
BMLE;P63;Control;C1;-49;;31/12/2008;11/03/2011;;;30/01/2010;12/08/2009;F;186;9300;224;58.9;0.737053571;2445.401786;653;4700;240.8;159.9;0.335963455;3120.971761;186;188;374;4000;215.3;154.7;0.281467719;2874.129122;21280;12055;1760;154;31.6;0.794805195;361.1428571;5320;108;42.2;0.609259259;42.2;210;200;27;3.9;0.855555556;28.88888889;2000;14000;131;89.7;0.315267176;9586.259542;112;77.1;19;12.6
BMLE;P63;Control;C1;-50;;14/01/2009;04/12/2010;;;27/02/2010;24/09/2009;F;;;;;;;674;6700;216.7;80.2;0.629903092;2479.649285;193;187;380;4050;227.9;109.9;0.517770952;1953.027644;10400;5293;1120;100;16;0.84;179.2;3000;79;27.1;0.656962025;27.1;415;300;23;3.1;0.865217391;40.43478261;840;5980;127;85.9;0.323622047;4044.740157;103;70.2;24;15.7
BMLE;P63;Control;C1;-51;;29/01/2009;;;;27/03/2010;07/10/2009;F;;;;;;;;;;;;;;;;;;;;;5280;2383;1140;105;20.6;0.803809524;223.6571429;1600;80;27.7;0.65375;27.7;330;340;25;4;0.84;54.4;351;2200;100;70.5;0.295;1551;90;62.5;10;8
BMLE;P63;Control;C1;-52;;11/02/2009;15/04/2011;;;;21/10/2009;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-53;;12/03/2009;29/05/2010;;;29/05/2010;16/12/2009;F;;;;;;;;;;;;;;;;;;;;;;;1390;94;;;;2840;67;;;;1029;1560;45;;;;779;9980;164;;;;140;;24;
BMLE;P63;Control;C1;-54;;28/03/2009;;;;;30/12/2009;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-55;;11/04/2009;18/02/2011;;;;27/01/2010;M;171;8100;203.4;93.9;0.538348083;3739.380531;674;6800;234.9;113.1;0.518518519;3274.074074;188;194;382;5200;190.7;100.5;0.472994232;2740.429995;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-56;;23/04/2009;09/07/2011;;;;07/04/2010;M;169.5;7700;199;49.5;0.751256281;1915.326633;585;6500;232;71.7;0.690948276;2008.836207;184;191;375;4000;215.3;89.9;0.582443103;1670.227589;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-57;;07/05/2009;;;;;21/04/2010;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-58;;04/06/2009;04/12/2010;;;;21/04/2010;M;176;8200;217.2;75.4;0.652854512;2846.593002;638;6950;208.2;82.2;0.60518732;2743.948127;176;168;344;4150;222.5;118.3;0.468314607;2206.494382;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-59;;18/06/2009;17/12/2010;;;;05/05/2010;M;174;8600;202.1;63;0.688273132;2680.851064;682;7350;189.4;96.8;0.488912355;3756.494192;182;187;369;4300;181.6;100.9;0.44438326;2389.151982;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-60;;02/07/2009;;;;;19/05/2010;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-61;;30/07/2009;16/09/2011;;;;02/06/2010;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-62;;21/10/2009;20/01/2011;;;;16/06/2010;M;168;7850;185.4;62.9;0.660733549;2663.24164;630;7650;212.5;75.1;0.646588235;2703.6;201;206;407;4700;199.1;87.1;0.562531391;2056.102461;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-63;;02/12/2009;18/02/2011;;;04/12/2010;30/06/2010;F;168;8000;225.8;90.7;0.598317095;3213.463242;709;7300;243.2;104.8;0.569078947;3145.723684;192;196;388;4800;232.5;141.5;0.391397849;2921.290323;23880;13180;1470;221;70.4;0.681447964;468.2714932;5710;213;85.8;0.597183099;85.8;1712;1940;47;6.1;0.870212766;251.787234;1525;14760;146;100.5;0.311643836;10160.13699;113;79;33;21.5
BMLE;P63;Control;C1;-64;;02/12/2009;14/10/2011;;;17/12/2010;14/07/2010;F;162;7000;237.4;88.4;0.627632687;2606.571188;701;6600;245.8;122.3;0.502441009;3283.889341;201;206;388;4100;222.5;119;0.465168539;2192.808989;25140;15480;1520;226.2;95.3;0.578691424;640.3890363;5510;212.4;123.6;0.418079096;123.6;1547;1310;32.2;8.2;0.745341615;333.6024845;2108;16800;117.6;79.1;0.327380952;11300;97.2;62.7;20.4;16.4
BMLE;P63;Control;C1;-65;;02/12/2009;;;;;28/07/2010;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-66;;16/12/2009;25/09/2010;;08/09/2010;14/01/2011;11/08/2010;F;107;3100;276;196.6;0.287681159;2208.188406;702;6120;219;144.4;0.340639269;4035.287671;184;192;376;4100;223.7;135.5;0.394278051;2483.459991;23420;14078;1530;203.1;64.5;0.682422452;485.8936484;5790;197.4;83.4;0.577507599;83.4;1705;1300;50.6;14.4;0.71541502;369.9604743;1235;14800;180.6;131.5;0.271871539;10776.30122;155.4;110.9;25.2;20.6
BMLE;P63;Control;C1;-67;;16/12/2009;;;;28/01/2011;25/08/2010;F;;;;;;;;;;;;;;;;;;;;;25260;15726;1560;209.6;81.2;0.61259542;604.351145;6170;203.2;102.2;0.497047244;102.2;825;1030;43.5;13.7;0.685057471;324.3908046;1850;16500;130.8;92.7;0.291284404;11693.80734;109.1;75.1;21.7;17.6
BMLE;P63;Control;C1;-68;;30/12/2009;25/02/2011;;22/02/2011;18/02/2011;08/09/2010;F;131;5800;246.2;87.7;0.64378554;2066.043867;660;5600;215.6;67.9;0.685064935;1763.636364;195;188;383;4000;217.4;97.8;0.550137994;1799.448022;18210;10261;1260;196.9;108.9;0.446927374;696.8715084;4090;177.9;84.7;0.523889826;84.7;1005;1190;34.5;18.1;0.475362319;624.3188406;1543;11670;141.7;84.9;0.40084686;6992.117149;120.5;68.1;21.2;16.8
BMLE;P63;Control;C1;-69;;27/01/2010;25/02/2011;;;25/02/2011;22/09/2010;F;140;5650;208;63.4;0.695192308;1722.163462;636;4300;226.2;68;0.699381079;1292.661362;196;191;387;3900;204.3;106.5;0.478707783;2033.039648;21230;12381;1370;220;16.8;0.923636364;104.6181818;5330;220;115.2;0.476363636;115.2;550;660;38.4;12.4;0.677083333;213.125;1712;13870;124;82.9;0.331451613;9272.766129;103;67.5;21;15.4
BMLE;P63;Control;C1;-70;;10/02/2010;;;;01/04/2011;20/10/2010;M;;;;;;;;;;;;;;;;;;;;;20160;13072;1580;203;116.7;0.425123153;908.3054187;3980;233;129.8;0.442918455;129.8;572;530;31;12.4;0.6;212;1065;14070;172;119;0.308139535;9734.476744;150;105.3;22;13.7
BMLE;P63;Control;C1;-71;;11/03/2010;;;;;30/11/2010;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-72;;24/03/2010;;;;29/04/2011;18/11/2010;F;;;;;;;;;;;;;;;;;;;;;19480;10786;1620;235;56.9;0.75787234;392.2468085;4500;233;108.4;0.534763948;108.4;540;570;32;10.3;0.678125;183.46875;1990;12790;104;66;0.365384615;8116.730769;87;54.8;17;11.2
BMLE;P63;Control;C1;-73;;07/04/2010;;;;21/05/2011;12/01/2011;F;;;;;;;;;;;;;;;;;;;;;18500;10677;1520;206;35.2;0.829126214;259.7281553;3870;203;74.8;0.631527094;74.8;803;650;25;3;0.88;78;1545;12460;117;83.7;0.284615385;8913.692308;100;71.3;17;12.4
BMLE;P63;Control;C1;-74;;21/04/2010;;;;;12/01/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-75;;19/05/2010;;;;;26/01/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-76;;02/06/2010;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-77;;16/06/2010;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-78;;30/06/2010;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-79;;14/07/2010;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-80;;28/07/2010;;;;;30/06/2011;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-81;;25/08/2010;;;;;18/07/2011;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-82;;22/09/2010;;;;;18/07/2011;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-83;;06/10/2010;;;;;27/07/2011;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-84;;20/10/2010;;;;;11/08/2011;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-85;;18/11/2010;;;;;11/08/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-86;;15/12/2010;;;;;15/09/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-87;;15/12/2010;;;;;28/09/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-88;;12/01/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-89;;26/01/2011;;;;;26/10/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-90;;22/02/2011;;;;;09/11/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-91;;09/03/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-92;;06/04/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-93;;20/04/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-94;;04/05/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-95;;01/06/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-96;;15/06/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-97;;18/07/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-98;;27/07/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-99;;27/08/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-100;;15/10/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-101;;15/10/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C1;-102;;26/10/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;38;harvest;;27/02/2007;25/01/2007;16/08/2006;;;A;126;3260;124.9;35.2;0.71817454;918.7510008;493;3900;89.3;28.4;0.681970885;1240.31355;147;142;289;1600;117.1;47.3;0.596071734;646.2852263;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;37;harvest;;27/02/2007;;15/02/2007;;;A;155;6650;186.3;44.1;0.763285024;1574.154589;614;4450;85.5;27.9;0.673684211;1452.105263;180;174;354;2450;152.5;61.6;0.596065574;989.6393443;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;36;harvest;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;35;harvest;;30/01/2007;;;;;A;172;6500;240.5;60.6;0.748024948;1637.837838;583;4600;148;39.4;0.733783784;1224.594595;185;186;371;3500;206.1;90.1;0.562833576;1530.082484;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;34;harvest;;27/02/2007;;;;;A;170;6600;150;37.8;0.748;1663.2;674;4200;146.9;42.7;0.709326072;1220.830497;171;175;346;2750;226.4;95.9;0.576413428;1164.863074;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;33;harvest;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;32;harvest;;;10/01/2007;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;31;harvest;;27/07/2006;;27/07/2006;27/07/2006;;F;183;7000;238;56.9;0.76092437;1673.529412;579;4750;177.9;48.6;0.726812816;1297.639123;191;174;365;3700;193.7;77.9;0.597831699;1488.022716;23460;12250;1060;212;37.2;0.824528302;186;4100;166.2;53.8;0.676293622;53.8;1376;1600;70.8;10.1;0.857344633;228.2485876;1838;16700;164;103.2;0.370731707;10508.78049;125.4;77.4;38.6;25.8
BMLE;P63;Control;C2;30;harvest;;18/12/2007;;12/12/2007;;;A;156;4400;136.1;32.6;0.760470242;1053.930933;;4600;79;20.8;0.736708861;1211.139241;174;171;345;2700;136.5;55.8;0.591208791;1103.736264;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;29;harvest;;27/02/2007;;15/02/2007;;;A;193;7650;235.8;58.6;0.751484309;1901.145038;617;5750;134;37.5;0.720149254;1609.141791;166;173;339;3015;138.8;53.4;0.615273775;1159.949568;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;28;harvest;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;27;;;30/01/2007;;11/08/2006;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;26;harvest;;27/02/2007;;;;;A;195;7900;181.7;43.8;0.758943313;1904.347826;652;4450;193.9;54;0.721505931;1239.298608;178;177;355;3500;250.9;101.2;0.596652053;1411.717816;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;25;harvest;;20/03/2007;;07/11/2007;;;A;181;6300;67.2;16.3;0.757440476;1528.125;653;5410;79.9;22.6;0.717146433;1530.237797;182;190;372;3740;187.3;73.1;0.609717032;1459.658302;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;24;harvest;;13/04/2007;09/04/2007;08/03/2007;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;23;harvest;;18/12/2007;;12/12/2007;;;A;183;6700;144.7;34.6;0.760884589;1602.073255;621;5500;117.8;29;0.753820034;1353.989813;172;168;340;3450;212.1;83;0.608675153;1350.070721;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;22;harvest;;18/12/2007;;07/11/2006;;;A;187;6700;147.9;36.2;0.755240027;1639.891819;652;4800;107.3;26.1;0.756756757;1167.567568;162;170;332;3600;105.6;42.9;0.59375;1462.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;21;harvest;;27/02/2007;;16/08/2006;;;A;184;6400;178.6;44.9;0.748600224;1608.958567;604;5400;115.1;33.6;0.70807993;1576.368375;206;194;400;3750;140;52.9;0.622142857;1416.964286;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;20;harvest;;05/04/2008;;;;;A;172;5900;231;60.4;0.738528139;1542.683983;655;5400;150.5;41.3;0.725581395;1481.860465;190;188;378;3900;99.5;41.2;0.585929648;1614.874372;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;19;harvest;;30/01/2007;;;31/01/2007;28/07/2006;F;190;6600;130.1;31.5;0.757878555;1598.001537;660;5400;199.2;52.7;0.735441767;1428.614458;196;175;371;3500;245.5;91.1;0.62892057;1298.778004;14460;7272;1050;234.8;28.7;0.877768313;128.3432709;3210;210.4;80.6;0.616920152;80.6;1023;1050;52.8;7.5;0.857954545;149.1477273;1335;9150;178.4;112.4;0.369955157;5764.910314;153.7;94.2;24.7;18.2
BMLE;P63;Control;C2;18;harvest;;27/02/2007;;;;;A;175;6250;183.4;44.1;0.759541985;1502.862595;664;5700;175.5;48.1;0.725925926;1562.222222;187;194;381;3500;264.7;101.3;0.617302607;1339.440876;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;17;harvest;;20/03/2007;;24/08/2006;20/03/2007;24/08/2006;F;160;5850;66.1;15.8;0.76096823;1398.335855;661;5300;102.1;29.2;0.714005877;1515.768854;190;181;371;3400;221.3;86.4;0.609579756;1327.42883;18495;9432;1500;139.6;20;0.856733524;214.8997135;3740;118.9;36.1;0.696383516;36.1;722;855;38.2;5.6;0.853403141;125.3403141;1686;12400;135.6;87;0.35840708;7955.752212;108.9;67.9;26.7;19.1
BMLE;P63;Control;C2;16;harvest;;13/04/2007;;08/10/2006;13/04/2007;24/09/2006;F;;;;;;;;;;;;;;;;;;;;;12900;6474;1050;137;19.9;0.854744526;152.5182482;2600;166.2;50.3;0.697352587;50.3;857;600;41.5;5.9;0.857831325;85.30120482;1422;8650;158.1;99.6;0.370018975;5449.335863;128.4;77.3;29.7;22.3
BMLE;P63;Control;C2;15;broken;;;22/08/2007;16/08/2006;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;14;broken;;;30/05/2007;16/08/2006;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;13;harvest;;27/02/2007;;16/08/2006;27/02/2007;28/07/2006;F;162;5750;180.2;43.6;0.758046615;1391.231964;588;4425;86.7;23.8;0.725490196;1214.705882;178;177;355;3100;142.6;57.7;0.595371669;1254.347826;16990;8986;1040;247.1;31.9;0.870902469;134.2614326;3460;153.7;61.1;0.602472349;61.1;869;740;30.6;4.5;0.852941176;108.8235294;1892;11750;129.5;81.2;0.372972973;7367.567568;113.9;69.7;15.6;11.5
BMLE;P63;Control;C2;12;harvest;;05/04/2008;23/04/2007;15/02/2007;;;A;113;3400;227.2;54.5;0.760123239;815.5809859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;11;harvest;;11/05/2007;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;10;harvest;;21/09/2007;;;;;A;184;5800;169;40.7;0.759171598;1396.804734;567;3900;149;40.8;0.726174497;1067.919463;179;182;361;2700;235;100.5;0.572340426;1154.680851;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;9;harvest;;04/04/2008;;;;;A;183;6450;134.6;34.4;0.744427935;1648.439822;545;4100;131.9;36.4;0.724033359;1131.46323;185;192;377;2150;134.3;54.4;0.594936709;870.8860759;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;8;harvest;;19/10/2007;;;;08/05/2007;M;194;5800;183;40;0.781420765;1267.759563;594;4600;185.7;44.6;0.759827679;1104.792676;179;188;367;4900;61;24;0.606557377;1927.868852;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;7;harvest;;26/10/2007;;05/09/2007;;08/05/2007;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;6;harvest;;11/05/2007;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;5;harvest;;21/09/2007;08/08/2007;;21/09/2007;09/03/2007;F;188;7000;250.5;58.5;0.766467066;1634.730539;633;5300;208.7;56;0.731672257;1422.137039;187;184;371;3000;204.3;82.7;0.595203133;1214.390602;13000;7102;600;146;21.7;0.851369863;89.17808219;1600;234.5;74.8;0.681023454;74.8;684;900;80.3;11.3;0.859277709;126.6500623;849;9900;247.5;159.4;0.355959596;6376;208.4;131.5;39.1;27.9
BMLE;P63;Control;C2;4;broken;;05/04/2008;;16/05/2007;;;A;76;2350;259.1;61.7;0.761868005;559.6101891;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;3;broken;;04/04/2008;;16/05/2007;19/10/2007;09/03/2007;F;124;4000;185.2;42.1;0.772678186;909.287257;;;;;;;;;;;;;;;20100;10258;1050;137.3;22;0.839766934;168.2447196;3750;157;45.5;0.710191083;45.5;442;700;39.1;5.1;0.869565217;91.30434783;1856;14600;175.3;107;0.389617798;8911.580148;143.9;83.2;31.4;23.8
BMLE;P63;Control;C2;2;broken;;26/10/2007;;30/05/2007;26/10/2007;;F;;;;;;;;;;;;;;;;;;;;;20925;11213;1150;197.7;30.5;0.845725847;177.4152757;3750;198.2;55.5;0.719979818;55.5;300;900;57.1;7.1;0.875656743;111.9089317;1845;15125;206.8;135;0.347195358;9873.670213;171.3;109.2;35.5;25.8
BMLE;P63;Control;C2;1;harvest;;18/12/2007;22/08/2007;26/07/2007;05/11/2007;08/05/2007;F;181;6200;138.5;31.7;0.771119134;1419.061372;650;4800;80.3;19.1;0.762141968;1141.718555;186;190;376;3500;197.6;77.7;0.606781377;1376.265182;16150;8456;1100;236.4;33.8;0.857021997;157.2758037;2900;176.2;54.5;0.690692395;54.5;1050;950;40.2;5.2;0.870646766;122.8855721;968;11200;286.2;186;0.350104822;7278.825996;241.3;153.3;44.9;32.7
BMLE;P63;Control;C2;-1;harvest;16/08/2006;18/12/2007;;27/11/2007;16/11/2007;08/05/2007;F;184;5100;123.3;28.7;0.767234388;1187.104623;624;4750;126.5;31;0.754940711;1164.031621;198;190;388;2700;86.3;35.1;0.593279258;1098.146002;18500;9714;750;161.6;23.1;0.857054455;107.2091584;4550;181.7;59.8;0.670886076;59.8;357;450;74.6;9;0.879356568;54.28954424;12790;12750;164.3;103.8;0.36822885;8055.082167;131.3;79.8;33;24
BMLE;P63;Control;C2;-2;;24/08/2006;18/04/2008;;;;13/06/2007;M;;;;;;;635;4700;146.9;41.1;0.720217835;1314.976174;187;189;376;3250;168.4;71.5;0.575415677;1379.89905;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;-3;;24/09/2006;04/07/2008;;04/07/2008;;28/06/2007;M;;;;;;;595;5400;176;45.2;0.743181818;1386.818182;192;190;382;3500;104.6;41.3;0.605162524;1381.931166;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;-4;broken;08/10/2006;08/08/2007;;08/08/2007;;11/07/2007;M;;;;;;;615;4600;200;51.5;0.7425;1184.5;179;181;360;3200;300;53.8;0.820666667;573.8666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;-5;;20/10/2006;18/04/2008;;;;11/07/2007;M;;;;;;;670;5300;147.7;41.8;0.716993907;1499.932295;196;194;390;2850;135;54.1;0.599259259;1142.111111;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;-6;;07/11/2006;24/10/2008;02/04/2008;;;26/07/2007;M;;;;;;;620;4220;116.4;31.7;0.72766323;1149.261168;188;186;374;2620;76.9;28.2;0.633289987;960.7802341;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;-7;;10/01/2007;05/08/2008;;;;;A;;;;;;;607;4600;118;32.2;0.727118644;1255.254237;195;194;389;3200;115.2;44.5;0.613715278;1236.111111;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;-8;;25/01/2007;10/01/2009;;;;22/08/2007;M;;;;;;;587;3740;68.5;18.2;0.734306569;993.6934307;198;200;398;2900;99.2;36.3;0.634072581;1061.189516;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Control;C2;-9;;15/02/2007;;;;;05/03/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
