Urut;Progeny;Treatment;TreeNb;NbLeaf;Status;NewLeafDate;PruningLeafDate;DryLeafDate;BrokenLeafDate;HarvestingBunchDate;SpatheOpeningDate;BunchSex;PetioleLength;PetioleFW;PetSampleFW;PetSampleDW;PetioleWaterContent;PetioleDW;RachisLength;RachisFW;RacSampleFW;RacSampleDW;RachisWaterContent;RachisDW;LeafletNbRigth;LeafletNbLeft;LeafletTotNb;LeafletFW;LeafSampleFW;LeafSampleDW;LeafWaterContent;LeafletDW;HarvestingBunchDate;BunchFW;BunchDW;PeduncleFW;PedSampleFW;PedSampleDW;PeduncleWaterContent;PeduncleDW;SpikeletFW;SpiSampleFW;SpiSampleDW;SpikeletWaterContent;SpikeletDW;ParthenoFruitNb;ParthenoFruitFW;ParthenoSampleFW;ParthenoSampleDW;ParthenoFruitWaterContent;ParthenoFruitDW;FruitNb;FruitFW;FruitSampleFW;FruitSampleDW;FruitWaterContent;FruitDW;PulpSampleFW;PulpSampleDW;NutSampleFW;NutSampleDW
703;P63;Irrigation;I6;-58;;04/08/10;;;;;08/06/11;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
704;P63;Irrigation;I6;-59;;01/09/10;;;;;08/06/11;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
705;P63;Irrigation;I6;-60;;15/09/10;;;;;22/06/11;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
706;P63;Irrigation;I6;-61;;13/10/10;;;;;22/06/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
707;P63;Irrigation;I6;-62;;10/11/10;;;;;20/07/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
708;P63;Irrigation;I6;-63;;24/11/10;;;;;18/08/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
709;P63;Irrigation;I6;-64;;08/12/10;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
710;P63;Irrigation;I6;-65;;05/01/11;;;;;07/09/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
711;P63;Irrigation;I6;-66;;19/01/11;;;;;06/10/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
712;P63;Irrigation;I6;-67;;16/02/11;;;;;19/10/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
713;P63;Irrigation;I6;-68;;02/03/11;;;;;18/11/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
714;P63;Irrigation;I6;-69;;30/03/11;;;;;18/11/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
715;P63;Irrigation;I6;-70;;13/04/11;;
716;P63;Irrigation;I6;-71;;11/05/11;;
717;P63;Irrigation;I6;-72;;25/05/11;;
718;P63;Irrigation;I6;-73;;08/06/11;;
719;P63;Irrigation;I6;-74;;06/07/11;;
720;P63;Irrigation;I6;-75;;04/08/11;;
721;P63;Irrigation;I6;-76;;18/08/11;;
721;P63;Irrigation;I6;-77;;21/09/11;;
721;P63;Irrigation;I6;-78;;06/10/11;;
721;P63;Irrigation;I6;-79;;02/11/11;;
721;P63;Irrigation;I6;-80;;18/11/11;;
722;P83;Irrigation;I10;38;;;01/01/08;
723;P83;Irrigation;I10;37;;;;
724;P83;Irrigation;I10;35;;;;01/08/08
725;P83;Irrigation;I10;31;;;;
726;P83;Irrigation;I10;30;;;;
727;P83;Irrigation;I10;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
728;P83;Irrigation;I10;28;;;;26/09/08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
729;P83;Irrigation;I10;27;;;;01/08/08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730;P83;Irrigation;I10;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
731;P83;Irrigation;I10;25;;;;26/09/08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
732;P83;Irrigation;I10;24;;;24/05/08;;;;;;;;;;;;705,00;6800,00;188,00;53,70;0,71;1942,30;180,00;186,00;366,00;3450,00;114,50;48,00;0,58;1446,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
733;P83;Irrigation;I10;23;;;13/06/08;;;;;;;;;;;;703,00;5150,00;186,20;50,00;0,73;1382,90;228,00;221,00;449,00;4000,00;187,30;71,10;0,62;1518,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
734;P83;Irrigation;I10;22;;;;14/11/08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
735;P83;Irrigation;I10;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
736;P83;Irrigation;I10;20;pruning;;14/11/08;26/09/08;;;;;;;;;;;700,00;6040,00;156,10;45,20;0,71;1748,90;200,00;206,00;406,00;2640,00;89,30;38,90;0,56;1150,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
737;P83;Irrigation;I10;19;;;22/08/08;;;;;;;;;;;;640,00;7200,00;140,60;34,80;0,75;1782,10;180,00;186,00;366,00;3850,00;93,50;36,50;0,61;1502,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
738;P83;Irrigation;I10;18;;;;14/11/08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
739;P83;Irrigation;I10;17;;;10/05/08;;;24/05/08;;;;;;;;;715,00;7000,00;217,20;57,80;0,73;1862,80;200,00;190,00;390,00;4100,00;144,20;58,80;0,59;1671,80;38130,00;32939,00;18588,45;2000,00;170,70;25,90;0,85;303,00;6900,00;166,50;55,20;0,67;2287,60;340,00;1039,00;73,50;9,70;0,87;137,10;1935,00;23000,00;270,60;186,60;0,31;15860,30;219,60;150,10;51,00;36,50
740;P83;Irrigation;I10;16;;;24/05/08;;;;;;;;;;;;702,00;6800,00;189,60;48,50;0,74;1739,50;186,00;188,00;374,00;3700,00;119,30;48,90;0,59;1516,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
741;P83;Irrigation;I10;15;;;13/06/08;;;;;;;;;;;;693,00;5000,00;213,90;54,40;0,75;1271,60;229,00;221,00;450,00;3700,00;175,50;71,10;0,59;1499,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
742;P83;Irrigation;I10;14;dry;;;21/01/09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
743;P83;Irrigation;I10;13;dry;;;21/01/09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
744;P83;Irrigation;I10;12;harvesting;;02/02/09;;;10/05/08;;;;;;;;;645,00;5920,00;146,00;38,80;0,73;1573,30;198,00;196,00;394,00;3320,00;85,10;33,80;0,60;1318,60;38116,00;24100,00;12820,23;1450,00;271,50;41,50;0,85;222,00;5400,00;102,30;33,10;0,68;1747,20;400,00;1000,00;70,70;9,80;0,86;138,60;1850,00;16250,00;305,50;201,40;0,34;10712,80;250,30;162,60;55,20;38,80
745;P83;Irrigation;I10;11;;;22/08/08;;;;;;;;;;;;670,00;6350,00;139,20;33,40;0,76;1523,60;186,00;192,00;378,00;3950,00;150,90;61,60;0,59;1612,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
746;P83;Irrigation;I10;10;harvesting;;02/02/09;;;13/06/08;;;;;;;;;632,00;6080,00;135,20;34,10;0,75;1533,50;196,00;198,00;394,00;3460,00;83,70;33,80;0,60;1397,20;38150,00;26250,00;14692,60;1800,00;157,50;19,10;0,88;218,00;4800,00;108,20;37,80;0,65;1676,90;447,00;850,00;62,10;8,20;0,87;112,20;1200,00;18800,00;214,60;144,80;0,33;12685,20;165,00;109,90;49,60;34,90
747;P83;Irrigation;I10;9;;;17/03/09;;;;02/01/08;M;140,00;5020,00;164,50;41,70;0,75;1272,50;642,00;6500,00;184,50;48,40;0,74;1705,10;;194,00;194,00;4020,00;62,30;26,50;0,57;1710,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
748;P83;Irrigation;I10;8;;;25/10/08;;;25/10/08;02/01/08;F;;;;;;;657,00;6920,00;182,70;44,60;0,76;1689,30;196,00;198,00;394,00;3980,00;69,90;24,30;0,65;1383,60;38284,00;9562,00;5232,86;400,00;51,40;9,60;0,81;75,00;1482,00;75,20;29,10;0,61;573,50;292,00;1040,00;58,80;12,40;0,79;219,30;417,00;6640,00;267,10;175,60;0,34;4365,30;214,90;139,20;52,20;36,40
749;P83;Irrigation;I10;7;dry;;;19/02/09;;;16/01/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
750;P83;Irrigation;I10;6;dry;;;12/05/09;;22/08/08;14/02/08;F;;;;;;;;;;;;;;;;;;;;;38220,00;28100,00;15522,95;1900,00;183,50;24,60;0,87;255,00;6400,00;117,70;38,70;0,67;2104,30;483,00;1000,00;76,70;10,00;0,87;130,40;1200,00;18800,00;263,10;182,40;0,31;13033,50;210,20;144,70;52,90;37,70
751;P83;Irrigation;I10;5;dry;;;12/05/09;;;14/02/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
752;P83;Irrigation;I10;4;;;30/06/09;;;;12/03/08;M;155,00;5760,00;137,30;37,80;0,72;1585,80;702,00;6760,00;175,40;47,90;0,73;1846,10;196,00;198,00;394,00;3240,00;93,20;38,70;0,58;1345,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
753;P83;Irrigation;I10;3;;;30/06/09;;;;;A;172,00;6780,00;127,70;36,30;0,72;1927,30;698,00;6900,00;195,30;51,60;0,74;1823,00;194,00;196,00;390,00;3220,00;82,70;33,10;0,60;1288,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
754;P83;Irrigation;I10;2;dry;;;16/04/09;;;07/05/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
755;P83;Irrigation;I10;1;;;30/06/09;;;;21/05/08;M;166,00;6200,00;127,20;38,30;0,70;1866,80;701,00;7000,00;155,80;42,10;0,73;1891,50;198,00;200,00;398,00;3300,00;106,30;44,60;0,58;1384,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
756;P83;Irrigation;I10;-1;;12/09/07;;;;;21/05/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
757;P83;Irrigation;I10;-2;dry;26/09/07;03/10/09;03/10/09;;;17/07/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
758;P83;Irrigation;I10;-3;dry;24/10/07;03/10/09;03/10/09;;;03/07/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
759;P83;Irrigation;I10;-4;;;;15/10/09;;;17/07/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
760;P83;Irrigation;I10;-5;;21/11/07;07/11/09;;;;01/08/08;M;164,00;6220,00;82,90;23,80;0,71;1785,70;706,00;6760,00;156,00;40,60;0,74;1759,30;201,00;200,00;401,00;3820,00;84,20;34,60;0,59;1569,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
761;P83;Irrigation;I10;-6;dry;05/12/07;;05/09/09;;;14/08/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
762;P83;Irrigation;I10;-7;;19/12/07;26/09/09;;;;10/09/08;M;139,00;4900,00;37,40;15,60;0,58;2043,90;690,00;6400,00;54,10;14,60;0,73;1727,20;215,00;219,00;434,00;3620,00;68,30;31,10;0,54;1648,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
763;P83;Irrigation;I10;-8;pruning;02/01/08;29/12/10;;;;;A;157,00;64440,00;90,00;24,30;0,73;17398,80;708,00;7400,00;72,30;21,70;0,70;2221,00;196,00;202,00;398,00;4000,00;67,50;28,40;0,58;1683,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
764;P83;Irrigation;I10;-9;;16/01/08;07/06/09;;;;;A;148,00;6600,00;167,50;43,30;0,74;1706,10;705,00;7780,00;146,80;38,60;0,74;2045,70;194,00;196,00;390,00;4120,00;88,40;35,70;0,60;1663,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
765;P83;Irrigation;I10;-10;dry;30/01/08;03/09/09;03/09/09;;;30/10/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
766;P83;Irrigation;I10;-11;;27/02/08;14/11/09;;;;12/11/08;F;149,00;6360,00;101,60;25,50;0,75;1596,30;667,00;7780,00;159,20;41,60;0,74;2033,00;193,00;199,00;392,00;4780,00;138,60;50,80;0,63;1752,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
767;P83;Irrigation;I10;-12;dry;26/03/08;;29/10/09;;;12/11/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
768;P83;Irrigation;I10;-13;pruning;10/04/08;29/12/10;;;;26/11/08;M;160,00;7500,00;84,00;27,30;0,68;2437,50;706,00;7720,00;85,30;17,10;0,80;1547,60;195,00;201,00;396,00;4100,00;59,80;31,20;0,48;2139,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
769;P83;Irrigation;I10;-14;;25/04/08;05/09/09;;;05/06/09;24/12/08;F;153,00;6540,00;103,60;25,90;0,75;1635,00;603,00;7200,00;110,40;29,20;0,74;1904,30;189,00;193,00;382,00;3140,00;73,10;30,00;0,59;1288,60;38507,00;29320,00;17108,96;1500,00;200,10;29,30;0,85;220,00;5040,00;133,50;44,20;0,67;1668,70;215,00;560,00;55,60;7,50;0,87;75,50;1693,00;22220,00;247,80;168,90;0,32;15145,10;204,20;136,70;43,60;32,20
770;P83;Irrigation;I10;-15;dry;07/05/08;;26/09/09;;26/09/09;24/12/08;F;;;;;;;;;;;;;;;;;;;;;38620,00;23700,00;14066,95;1700,00;62,00;8,30;0,87;228,00;4000,00;59,80;22,80;0,62;1525,10;530,00;500,00;38,00;5,50;0,86;72,40;1540,00;17500,00;238,30;166,70;0,30;12241,90;208,30;143,60;30,00;23,10
771;P83;Irrigation;I10;-16;harvesting;21/05/08;03/10/09;;;;21/01/09;M;168,00;7160,00;125,00;30,00;0,76;1718,40;700,00;7620,00;114,60;29,40;0,74;1954,90;195,00;203,00;398,00;4440,00;81,20;32,60;0,60;1782,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
772;P83;Irrigation;I10;-17;harvesting;19/06/08;24/10/09;;;;05/02/09;M;161,00;698,00;140,10;34,30;0,76;170,90;694,00;7580,00;124,90;32,50;0,74;1972,40;195,00;201,00;396,00;3900,00;88,90;35,20;0,60;1544,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
773;P83;Irrigation;I10;-18;;03/07/08;07/11/09;;;;19/02/09;M;163,00;7360,00;101,70;27,80;0,73;2011,90;689,00;7640,00;134,30;22,40;0,83;1274,30;194,00;201,00;395,00;4340,00;79,40;35,00;0,56;1913,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
774;P83;Irrigation;I10;-19;;03/07/08;14/11/09;;;05/09/09;19/03/09;F;159,00;8560,00;2232,00;52,50;0,98;201,30;671,00;8040,00;198,80;47,50;0,76;1921,00;196,00;200,00;396,00;5300,00;107,50;39,50;0,63;1947,40;38599,00;31920,00;18019,58;1900,00;58,70;9,10;0,84;295,00;6120,00;61,30;20,60;0,66;2056,60;688,00;1640,00;66,10;9,70;0,85;240,70;1980,00;22260,00;202,00;140,00;0,31;15427,70;156,70;105,40;45,30;34,60
775;P83;Irrigation;I10;-20;;17/07/08;05/12/09;;;;19/03/09;F;173,00;8140,00;172,50;42,60;0,75;2010,20;700,00;7580,00;172,80;40,20;0,77;1763,40;194,00;199,00;393,00;4020,00;94,90;36,70;0,61;1554,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
776;P83;Irrigation;I10;-21;harvesting;01/08/08;16/10/10;;;03/10/09;16/04/09;F;173,00;8620,00;223,40;92,00;0,59;3549,90;716,00;7800,00;209,10;90,10;0,57;3361,00;192,00;198,00;390,00;4134,00;185,40;102,90;0,44;2294,40;38627,00;31680,00;17466,08;1880,00;142,90;18,90;0,87;249,00;7700,00;115,90;36,90;0,68;2451,50;440,00;1100,00;61,00;8,40;0,86;151,50;1705,00;21000,00;238,10;165,70;0,30;14614,40;190,00;129,80;48,10;35,90
777;P83;Irrigation;I10;-22;harvesting;14/08/08;09/01/10;;;24/10/09;30/04/09;F;167,00;8000,00;99,20;21,60;0,78;1741,90;714,00;8240,00;95,40;20,40;0,79;1762,00;198,00;200,00;398,00;4300,00;55,30;20,10;0,64;1562,90;38648,00;31320,00;17275,50;2100,00;123,00;19,30;0,84;330,00;6800,00;74,00;26,10;0,65;2398,40;615,00;740,00;73,00;9,30;0,87;94,30;1910,00;21680,00;198,00;132,00;0,33;14453,30;148,00;96,00;50,00;36,00
778;P83;Irrigation;I10;-23;;28/08/08;20/11/10;;;07/11/09;30/04/09;F;164,00;7170,00;227,90;121,50;0,47;3822,50;706,00;7430,00;202,00;77,80;0,61;2861,70;192,00;201,00;393,00;3860,00;206,40;108,00;0,48;2019,80;38662,00;28780,00;15568,63;1900,00;111,00;15,60;0,86;267,00;7100,00;88,00;31,30;0,64;2525,30;450,00;760,00;48,00;6,60;0,86;104,50;2070,00;19020,00;154,00;102,60;0,33;12671,80;109,00;70,50;45,00;32,10
779;P83;Irrigation;I10;-24;;26/09/08;20/02/10;;;14/11/09;14/05/09;F;165,00;8420,00;166,50;49,90;0,70;2523,50;718,00;8040,00;158,80;42,10;0,73;2131,50;197,00;201,00;398,00;4500,00;120,50;50,80;0,58;1897,10;38669,00;31400,00;16383,07;1800,00;177,00;23,30;0,87;237,00;7900,00;94,00;28,60;0,70;2403,60;315,00;600,00;71,00;9,20;0,87;77,70;2050,00;21100,00;168,00;108,80;0,35;13664,80;119,00;75,40;49,00;33,40
780;P83;Irrigation;I10;-25;harvesting;15/10/08;13/03/10;;;05/12/09;11/06/09;F;169,00;8380,00;159,00;39,00;0,75;2055,50;702,00;7740,00;136,00;34,10;0,75;1940,70;203,00;200,00;403,00;4360,00;147,40;64,60;0,56;1910,80;38690,00;30280,00;14906,17;1600,00;94,00;13,90;0,85;237,00;8200,00;118,00;28,20;0,76;1959,70;352,00;480,00;42,00;5,50;0,87;62,90;1965,00;20000,00;170,00;107,50;0,37;12647,10;118,00;71,80;52,00;35,70
781;P83;Irrigation;I10;-26;;15/10/08;27/03/10;;;;10/07/09;M;168,50;9020,00;189,90;47,90;0,75;2275,20;605,00;7920,00;123,90;35,10;0,72;2243,70;196,00;202,00;398,00;4420,00;135,60;60,50;0,55;1972,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
782;P83;Irrigation;I10;-27;dry;30/10/08;;;;23/01/10;23/07/09;F;;;;;;;;;;;;;;;;;;;;;38739,00;30060,00;15658,10;2400,00;96,00;14,10;0,85;353,00;7800,00;64,00;22,80;0,64;2778,80;580,00;760,00;49,00;8,60;0,82;133,40;1903,00;19100,00;133,00;86,30;0,35;12393,50;97,00;62,00;36,00;24,30
783;P83;Irrigation;I10;-28;;12/11/08;06/11/10;;;;;A;175,00;9190,00;200,50;77,10;0,62;3533,90;701,00;7970,00;200,40;59,50;0,70;2366,30;186,00;192,00;378,00;4770,00;226,10;92,20;0,59;1945,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
784;P83;Irrigation;I10;-29;harvesting;26/11/08;;;;20/02/10;20/08/09;F;;;;;;;;;;;;;;;;;;;;;38767,00;20920,00;12218,07;1660,00;101,00;16,30;0,84;268,00;4900,00;106,00;35,80;0,66;1654,90;552,00;860,00;44,00;14,50;0,67;283,40;1777,00;13500,00;173,00;128,30;0,26;10011,80;142,00;99,90;31,00;28,40
785;P83;Irrigation;I10;-30;;10/12/08;;25/11/10;;13/03/10;17/09/09;F;;;;;;;;;;;;;;;;;;;;;38788,00;24160,00;13244,62;2040,00;102,00;14,50;0,86;290,00;6100,00;82,00;28,60;0,65;2127,60;456,00;520,00;40,00;4,90;0,88;63,70;1909,00;15500,00;161,00;111,80;0,31;10763,40;127,00;87,50;34,00;24,30
786;P83;Irrigation;I10;-31;;07/01/09;03/12/10;;;27/03/10;01/10/09;F;168,00;8800,00;250,60;152,70;0,39;5362,20;714,00;8150,00;269,00;150,50;0,44;4559,80;195,00;192,00;387,00;4500,00;253,80;158,40;0,38;2808,50;38802,00;22780,00;7048,89;2140,00;137,00;19,90;0,85;311,00;5820,00;81,00;25,20;0,69;1810,70;700,00;740,00;39,00;4,90;0,87;93,00;1530,00;14080,00;173,00;59,40;0,66;4834,40;129,00;28,20;44,00;31,20
787;P83;Irrigation;I10;-32;;21/01/09;25/09/10;;;;29/10/09;M;185,00;8840,00;209,80;136,90;0,35;5768,30;715,00;8200,00;218,20;139,00;0,36;5223,60;196,00;204,00;400,00;3940,00;200,20;110,40;0,45;2172,70;38858,00;23100,00;15137,75;1080,00;129,00;96,10;0,26;805,00;5000,00;82,00;66,50;0,19;4054,90;476,00;920,00;51,00;34,90;0,32;629,60;1385,00;16100,00;286,00;171,40;0,40;9648,70;255,00;141,40;31,00;30,00
788;P83;Irrigation;I10;-33;dry;05/02/09;;16/10/10;;;12/11/09;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
789;P83;Irrigation;I10;-34;;05/03/09;18/10/10;;;;24/12/09;F;159,00;8200,00;200,80;96,00;0,52;3920,30;718,00;7700,00;7700,00;207,80;0,97;207,80;197,00;202,00;399,00;4180,00;223,60;150,30;0,33;2809,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
790;P83;Irrigation;I10;-35;;19/03/09;29/10/10;;;;;A;163,00;8500,00;233,40;157,80;0,32;5746,80;695,00;8200,00;228,20;126,70;0,44;4552,80;210,00;205,00;415,00;4400,00;175,00;109,40;0,37;2750,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
791;P83;Irrigation;I10;-36;;02/04/09;06/11/10;;;;;A;162,00;7660,00;228,70;82,60;0,64;2766,60;697,00;7860,00;202,80;54,40;0,73;2108,40;194,00;191,00;385,00;4720,00;196,50;86,20;0,56;2070,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
792;P83;Irrigation;I10;-37;;16/04/09;13/11/10;;;24/09/10;01/04/10;F;168,00;8200,00;248,80;70,80;0,72;2333,40;706,00;7800,00;228,10;98,80;0,57;3378,50;209,00;204,00;413,00;4200,00;230,10;100,90;0,56;1841,70;38983,00;18650,00;11442,26;1220,00;221,00;132,80;0,40;733,00;4940,00;226,00;116,20;0,49;2539,90;1086,00;950,00;28,00;8,80;0,69;298,60;1458,00;11540,00;128,00;87,30;0,32;7870,60;89,00;57,40;39,00;29,90
793;P83;Irrigation;I10;-38;;30/04/09;03/12/10;;;16/10/10;15/04/10;F;151,00;7950,00;237,70;129,80;0,45;4341,20;707,00;8200,00;234,30;162,70;0,31;5694,20;196,00;197,00;393,00;4400,00;277,60;157,30;0,43;2493,20;39005,00;16650,00;10600,00;1220,00;201,00;137,70;0,31;836,00;3770,00;203,00;128,50;0,37;2386,40;745,00;680,00;30,00;5,20;0,83;117,90;1279,00;10980,00;134,00;88,60;0,34;7259,90;96,00;59,90;36,00;28,70
794;P83;Irrigation;I10;-39;;28/05/09;03/12/10;;;18/10/10;15/04/10;F;157,00;8100,00;262,70;175,70;0,33;5417,50;702,00;8100,00;218,80;109,60;0,50;4057,40;202,00;201,00;403,00;4700,00;234,00;114,70;0,51;2303,80;39007,00;18070,00;11895,19;1150,00;209,00;135,40;0,35;745,00;4020,00;201,00;112,40;0,44;2248,00;802,00;740,00;34,00;16,00;0,53;348,20;1320,00;12160,00;145,00;102,00;0,30;8553,90;104,00;68,80;40,00;33,20
795;P83;Irrigation;I10;-40;dry;11/06/09;14/05/11;31/03/11;;29/10/10;13/05/10;F;;;;;;;;;;;;;;;;;;;;;39018,00;19760,00;12900,79;1260,00;242,00;121,40;0,50;632,00;4420,00;219,00;118,80;0,46;2397,70;1227,00;1040,00;30,00;10,10;0,66;350,10;1295,00;13040,00;156,00;113,90;0,27;9520,90;113,00;75,30;44,00;38,60
796;P83;Irrigation;I10;-41;;25/06/09;11/06/11;;;06/11/10;13/05/10;F;156,00;7600,00;216,70;62,50;0,71;2192,00;686,00;7500,00;220,80;58,50;0,74;1987,10;199,00;196,00;395,00;3450,00;228,40;98,60;0,57;1489,40;39026,00;19940,00;10713,52;1270,00;211,00;64,00;0,70;385,00;5000,00;194,00;68,10;0,65;1755,20;535,00;770,00;33,00;8,30;0,75;193,70;1685,00;12900,00;117,00;76,00;0,35;8379,50;79,00;48,40;37,00;27,60
797;P83;Irrigation;I10;-42;;23/07/09;02/07/11;;;13/11/10;27/05/10;F;155,00;7550,00;200,80;42,90;0,79;1613,00;689,00;7800,00;220,40;49,90;0,77;1766,00;198,00;202,00;400,00;4200,00;237,50;101,80;0,57;1800,30;39033,00;20430,00;11660,02;1360,00;211,00;59,40;0,72;383,00;4360,00;211,00;86,20;0,59;1781,20;1295,00;1190,00;43,00;7,30;0,83;202,00;1338,00;13520,00;159,00;109,30;0,31;9293,90;114,00;76,20;43,00;33,10
798;P83;Irrigation;I10;-43;;06/08/09;12/02/11;;;;27/05/10;F;;;;;;;687,00;7850,00;195,90;52,20;0,73;2091,70;190,00;196,00;386,00;4200,00;146,20;64,10;0,56;1841,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
799;P83;Irrigation;I10;-44;;03/09/09;;;;;10/06/10;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
800;P83;Irrigation;I10;-45;;15/10/09;;19/10/11;;;22/07/10;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
801;P83;Irrigation;I10;-46;;29/10/09;02/04/11;;;;22/07/10;M;137,00;6100,00;223,60;56,80;0,75;1549,60;696,00;7200,00;247,40;65,80;0,73;1915,00;198,00;204,00;402,00;4300,00;204,80;88,80;0,57;1864,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
802;P83;Irrigation;I10;-47;;12/11/09;18/04/11;;;;05/08/10;M;136,00;6000,00;232,90;96,10;0,59;2475,70;695,00;7200,00;266,20;135,40;0,49;3662,20;196,00;202,00;398,00;3950,00;204,20;98,20;0,52;1899,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
