Urut;Progeny;Treatment;TreeNb;NbLeaf;Status;NewLeafDate;PruningLeafDate;DryLeafDate;BrokenLeafDate;HarvestingBunchDate;SpatheOpeningDate;BunchSex;PetioleLength;PetioleFW;PetSampleFW;PetSampleDW;PetioleWaterContent;PetioleDW;RachisLength;RachisFW;RacSampleFW;RacSampleDW;RachisWaterContent;RachisDW;LeafletNbRigth;LeafletNbLeft;LeafletTotNb;LeafletFW;LeafSampleFW;LeafSampleDW;LeafWaterContent;LeafletDW;HarvestingBunchDate;BunchFW;BunchDW;PeduncleFW;PedSampleFW;PedSampleDW;PeduncleWaterContent;PeduncleDW;SpikeletFW;SpiSampleFW;SpiSampleDW;SpikeletWaterContent;SpikeletDW;ParthenoFruitNb;ParthenoFruitFW;ParthenoSampleFW;ParthenoSampleDW;ParthenoFruitWaterContent;ParthenoFruitDW;FruitNb;FruitFW;FruitSampleFW;FruitSampleDW;FruitWaterContent;FruitDW;PulpSampleFW;PulpSampleDW;NutSampleFW;NutSampleDW
590;P63;Irrigation;I5;-67;;10/11/10;;;;;06/07/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
591;P63;Irrigation;I5;-68;;24/11/10;;;;;04/08/11;M
592;P63;Irrigation;I5;-69;;08/12/10;;;;;04/08/11;M
593;P63;Irrigation;I5;-70;;22/12/10;;;;;07/09/11;M
594;P63;Irrigation;I5;-71;;19/01/11;;;;;21/09/11;M
595;P63;Irrigation;I5;-72;;02/02/11;;;;;19/10/11;M
596;P63;Irrigation;I5;-73;;16/02/11;;;;;19/10/11;M
597;P63;Irrigation;I5;-74;;16/03/11;;;;;18/11/11;M
598;P63;Irrigation;I5;-75;;30/03/11;;;;;;
599;P63;Irrigation;I5;-76;;13/04/11;;;;;;
600;P63;Irrigation;I5;-77;;27/04/11;;;;;;
601;P63;Irrigation;I5;-78;;25/05/11;;;;;;
602;P63;Irrigation;I5;-79;;08/06/11;;;;;;
603;P63;Irrigation;I5;-80;;06/07/11;;;;;;
604;P63;Irrigation;I5;-81;;20/07/11;;;;;;
605;P63;Irrigation;I5;-82;;04/08/11;;;;;;
606;P63;Irrigation;I5;-83;;07/09/11;;;;;;
606;P63;Irrigation;I5;-84;;21/09/11;;;;;;;;;;;;;;;;;;;;;;;;;;
606;P63;Irrigation;I5;-85;;06/10/11;;;;;;;;;;;;;;;;;;;;;;;;;;
606;P63;Irrigation;I5;-86;;19/10/11;;;;;;;;;;;;;;;;;;;;;;;;;;
606;P63;Irrigation;I5;-87;;18/11/11;;;;;;;;;;;;;;;;;;;;;;;;;;
607;P63;Irrigation;I6;39;;;29/07/08;;;;;;;;;;;;;;;;;;;;;;;;;
608;P63;Irrigation;I6;38;;;;;;;;;;;;;;;702,00;6450,00;256,70;69,80;0,73;1753,80;194,00;198,00;392,00;4250,00;183,80;67,90;0,63;1570,00
609;P63;Irrigation;I6;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;
610;P63;Irrigation;I6;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
611;P63;Irrigation;I6;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
612;P63;Irrigation;I6;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
613;P63;Irrigation;I6;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;
614;P63;Irrigation;I6;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
615;P63;Irrigation;I6;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
616;P63;Irrigation;I6;30;;;29/07/08;;;;;;;;;;;;587,00;5500,00;184,30;50,00;0,73;1492,10;178,00;176,00;354,00;3500,00;108,60;42,50;0,61;1369,70
617;P63;Irrigation;I6;29;;;;21/11/08;;;;;;;;;;;;;;;;;;;;;;;;
618;P63;Irrigation;I6;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
619;P63;Irrigation;I6;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
620;P63;Irrigation;I6;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
621;P63;Irrigation;I6;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
622;P63;Irrigation;I6;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;
623;P63;Irrigation;I6;23;;;15/02/08;;30/01/08;;;;164,00;5800,00;206,60;55,80;0,73;1566,50;667,00;6150,00;174,30;49,60;0,72;1750,10;182,00;178,00;360,00;3500,00;163,60;62,30;0,62;1332,80
624;P63;Irrigation;I6;22;;;29/07/08;;;;;;;;;;;;672,00;6665,00;178,00;48,90;0,73;1831,00;198,00;198,00;396,00;3950,00;154,60;58,80;0,62;1502,30
625;P63;Irrigation;I6;21;;;21/11/08;;;;;;;;;;;;625,00;5300,00;219,80;67,00;0,70;1615,60;182,00;188,00;370,00;3050,00;3050,00;131,00;0,96;131,00
626;P63;Irrigation;I6;20;;;29/07/08;;;;;;;;;;;;672,00;6400,00;217,60;61,50;0,72;1808,80;186,00;191,00;377,00;4200,00;120,40;47,10;0,61;1643,00
627;P63;Irrigation;I6;19;;;15/08/08;;;;;;;;;;;;650,00;6500,00;215,30;61,90;0,71;1868,80;194,00;192,00;386,00;2200,00;186,70;73,20;0,61;862,60
628;P63;Irrigation;I6;18;harvesting;;22/01/09;;;;;;;;;;;;621,00;6100,00;138,10;39,60;0,71;1749,20;188,00;186,00;374,00;3420,00;116,90;43,90;0,62;1284,30
629;P63;Irrigation;I6;17;;;29/07/08;;;;;;;;;;;;689,00;6700,00;239,30;65,90;0,72;1845,10;196,00;192,00;388,00;4000,00;162,30;60,00;0,63;1478,70
630;P63;Irrigation;I6;16;harvesting;;22/01/09;;;;;;;;;;;;630,00;6200,00;113,40;32,30;0,72;1766,00;189,00;187,00;376,00;3460,00;97,10;37,10;0,62;1322,00
631;P63;Irrigation;I6;15;;;17/10/08;;;;;;;;;;;;651,00;5720,00;197,40;56,40;0,71;1634,30;194,00;196,00;390,00;3760,00;101,80;38,80;0,62;1433,10
632;P63;Irrigation;I6;14;;;24/10/08;;;;;;;;;;;;580,00;5200,00;155,80;42,90;0,72;1431,80;190,00;194,00;384,00;3320,00;84,30;33,60;0,60;1323,30
633;P63;Irrigation;I6;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
634;P63;Irrigation;I6;12;;;29/07/08;;;;;;;;;;;;607,00;5550,00;200,50;50,50;0,75;1397,90;186,00;195,00;381,00;4200,00;116,50;42,10;0,64;1517,80
635;P63;Irrigation;I6;11;;;15/08/08;;;;;;;;;;;;630,00;5500,00;177,10;52,30;0,70;1624,20;192,00;190,00;382,00;4200,00;198,50;64,30;0,68;1360,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
636;P63;Irrigation;I6;10;;;16/03/09;;;;30/01/08;M;169,00;6860,00;143,50;35,30;0,75;1687,50;540,00;5900,00;167,90;47,50;0,72;1669,10;192,00;188,00;380,00;3200,00;98,30;39,90;0,59;1298,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
637;P63;Irrigation;I6;9;dry;;;16/03/09;;;16/01/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
638;P63;Irrigation;I6;8;dry;;16/03/09;18/02/09;;;16/01/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
639;P63;Irrigation;I6;7;;;17/10/08;;;29/07/08;13/02/08;F;;;;;;;645,00;6300,00;227,00;62,40;0,73;1731,80;194,00;204,00;398,00;3500,00;96,80;38,10;0,61;1377,60;38196,00;28950,00;15822,06;2550,00;208,90;27,60;0,87;337,00;5800,00;125,70;42,90;0,66;1979,50;132,00;300,00;70,30;8,70;0,88;37,10;2402,00;20300,00;208,90;138,60;0,34;13468,50;174,40;115,80;34,50;22,80
640;P63;Irrigation;I6;6;;;24/10/08;;;15/08/08;13/02/08;F;;;;;;;647,00;6180,00;233,40;64,20;0,72;1699,90;198,00;202,00;400,00;3440,00;70,60;27,40;0,61;1335,10;38213,00;29300,00;15850,50;2200,00;232,80;29,00;0,88;274,00;5800,00;161,30;50,20;0,69;1805,10;637,00;1000,00;60,10;7,10;0,88;118,10;2402,00;20300,00;282,20;189,80;0,33;13653,20;255,20;170,10;27,00;19,70
641;P63;Irrigation;I6;5;;;12/05/09;;;;27/02/08;F;185,00;7600,00;163,70;40,80;0,75;1894,20;650,00;6640,00;127,90;31,50;0,75;1635,30;202,00;204,00;406,00;3680,00;105,10;39,70;0,62;1390,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
642;P63;Irrigation;I6;4;;15/06/09;15/06/09;;;;;A;181,00;7940,00;118,90;29,70;0,75;1983,30;690,00;6940,00;136,60;36,80;0,73;1869,60;198,00;200,00;398,00;4640,00;103,60;39,90;0,61;1787,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
643;P63;Irrigation;I6;3;;;15/06/09;;;;27/03/08;F;163,00;5700,00;121,50;30,50;0,75;1430,90;685,00;6780,00;142,70;39,00;0,73;1853,00;198,00;202,00;400,00;4120,00;119,20;46,70;0,61;1614,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
644;P63;Irrigation;I6;2;dry;;;05/08/09;;17/10/08;27/03/08;F;;;;;;;;;;;;;;;;;;;;;38276,00;29175,00;15621,03;1760,00;177,90;21,70;0,88;215,00;6820,00;112,80;32,40;0,71;1958,90;319,00;495,00;19,30;2,40;0,88;61,60;2075,00;20100,00;236,80;157,70;0,33;13385,90;205,10;134,70;31,70;23,00
645;P63;Irrigation;I6;1;;;15/06/09;19/08/09;;24/10/08;08/05/08;F;168,00;5860,00;126,90;36,00;0,72;1662,40;683,00;6100,00;124,20;35,50;0,71;1743,60;200,00;204,00;404,00;4320,00;109,00;41,20;0,62;1632,90;38283,00;24200,00;13540,52;1900,00;180,70;25,80;0,86;271,00;4950,00;103,30;32,50;0,69;1557,40;405,00;650,00;60,90;8,00;0,87;85,40;2148,00;16700,00;239,30;166,60;0,30;11626,50;210,10;145,80;29,20;20,80
646;P63;Irrigation;I6;-1;;12/09/07;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
647;P63;Irrigation;I6;-2;;24/10/07;;;;;04/06/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
648;P63;Irrigation;I6;-3;;24/10/07;;;;;18/06/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649;P63;Irrigation;I6;-4;;22/11/07;07/08/09;;;;03/07/08;M;149,00;5560,00;88,20;24,20;0,73;1525,50;670,00;6340,00;93,80;25,80;0,72;1743,80;197,00;198,00;395,00;4800,00;80,00;29,10;0,64;1746,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650;P63;Irrigation;I6;-5;;05/12/07;29/08/09;;;;31/07/08;F;138,00;4980,00;78,90;21,00;0,73;1325,50;680,00;6040,00;97,10;25,40;0,74;1580,00;192,00;186,00;378,00;4340,00;55,30;21,80;0,61;1710,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
651;P63;Irrigation;I6;-6;dry;19/12/07;;05/09/09;;;13/08/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
652;P63;Irrigation;I6;-7;dry;02/01/08;;10/10/09;;;27/08/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
653;P63;Irrigation;I6;-8;;16/01/08;12/06/09;;;;24/12/08;F;163,00;6800,00;179,70;43,90;0,76;1661,20;663,00;6440,00;158,90;43,50;0,73;1763,00;190,00;188,00;378,00;3900,00;80,30;31,00;0,61;1505,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
654;P63;Irrigation;I6;-9;;30/01/08;29/08/09;;;;;A;137,00;4780,00;83,80;22,80;0,73;1300,50;645,00;5760,00;82,70;24,50;0,70;1706,40;193,00;182,00;375,00;4320,00;109,60;39,50;0,64;1556,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
655;P63;Irrigation;I6;-10;harvesting;27/02/08;17/10/09;;30/09/09;;29/10/08;M;;;;;;;631,00;5500,00;90,90;28,80;0,68;1742,60;191,00;186,00;377,00;3800,00;77,70;31,40;0,60;1535,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
656;P63;Irrigation;I6;-11;;13/03/08;;14/10/09;;26/09/09;24/12/08;F;;;;;;;;;;;;;;;;;;;;;38620,00;23380,00;13190,87;2200,00;79,30;11,10;0,86;308,00;5400,00;74,20;26,50;0,64;1928,60;284,00;480,00;83,40;11,50;0,86;66,20;1530,00;15300,00;216,40;154,00;0,29;10888,20;169,50;117,70;46,90;36,30
657;P63;Irrigation;I6;-12;;27/03/08;07/08/09;;;07/08/09;04/03/09;F;160,00;6560,00;82,30;20,60;0,75;1642,00;630,00;6400,00;66,50;17,30;0,74;1665,00;192,00;188,00;380,00;4200,00;97,20;35,30;0,64;1525,30;38570,00;26260,00;14212,29;2060,00;150,10;21,30;0,86;292,00;5500,00;140,60;51,80;0,63;2026,30;770,00;1000,00;66,90;8,80;0,87;131,50;1982,00;17700,00;202,40;134,50;0,34;11762,10;174,00;113,70;28,40;20,80
658;P63;Irrigation;I6;-13;;10/04/08;29/08/09;;;12/06/09;24/12/08;F;160,00;6680,00;81,40;18,70;0,77;1534,60;644,00;6460,00;122,70;30,30;0,75;1595,30;194,00;190,00;384,00;4560,00;98,50;39,20;0,60;1814,70;38514,00;22120,00;11869,25;2000,00;231,50;28,00;0,88;242,00;5100,00;190,40;66,00;0,65;1767,90;650,00;1140,00;63,20;9,10;0,86;164,10;1375,00;13880,00;208,30;145,50;0,30;9695,30;180,90;126,10;27,40;19,40
659;P63;Irrigation;I6;-14;;25/04/08;05/09/09;;;;24/12/08;M;162,00;6320,00;104,30;26,60;0,74;1611,80;630,00;6080,00;120,80;33,10;0,73;1666,00;192,00;198,00;390,00;4600,00;98,90;37,00;0,63;1720,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
660;P63;Irrigation;I6;-15;dry;08/05/08;;10/10/09;;;21/01/09;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
661;P63;Irrigation;I6;-16;harvesting;22/05/08;17/10/09;;;;04/02/09;M;164,00;6400,00;117,50;32,00;0,73;1743,00;621,00;5820,00;87,80;25,50;0,71;1690,30;189,00;187,00;376,00;4000,00;81,10;31,50;0,61;1553,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
662;P63;Irrigation;I6;-17;;04/06/08;;;19/08/09;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
663;P63;Irrigation;I6;-18;;03/07/08;;;;;18/03/09;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
664;P63;Irrigation;I6;-19;;16/07/08;05/12/09;;;;01/04/09;F;168,00;6694,00;98,90;23,10;0,77;1563,50;654,00;6660,00;125,60;29,30;0,77;1553,60;192,00;194,00;386,00;4520,00;86,20;32,10;0,63;1683,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
665;P63;Irrigation;I6;-20;harvesting; ;18/01/11;;;10/10/09;01/04/09;F;162,00;4650,00;196,80;47,50;0,76;1122,30;677,00;6450,00;176,00;50,00;0,72;1832,40;184,00;179,00;363,00;3850,00;201,10;84,40;0,58;1615,80;38634,00;27200,00;14488,76;1720,00;126,80;15,90;0,87;216,00;6580,00;98,50;32,60;0,67;2177,70;350,00;400,00;48,30;6,10;0,87;50,50;2095,00;18500,00;177,40;115,50;0,35;12044,80;150,00;94,90;27,40;20,60
666;P63;Irrigation;I6;-21;harvesting;27/08/08;02/01/10;;;17/10/09;15/04/09;F;161,00;6780,00;85,50;19,80;0,77;1570,10;678,00;6720,00;95,80;21,30;0,78;1494,10;203,00;206,00;409,00;4680,00;93,40;35,70;0,62;1788,80;38641,00;20620,00;11018,92;1900,00;67,30;9,10;0,86;257,00;4920,00;61,00;27,70;0,55;2234,20;820,00;800,00;41,60;5,30;0,87;101,90;1620,00;13000,00;162,00;105,00;0,35;8425,90;132,40;84,50;29,60;20,50
667;P63;Irrigation;I6;-22;dry;11/09/08;;;;24/10/09;13/05/09;F;;;;;;;;;;;;;;;;;;;;;38648,00;19640,00;10063,12;1300,00;140,00;20,30;0,86;189,00;5280,00;103,00;33,50;0,67;1717,30;572,00;600,00;40,00;4,50;0,89;67,50;1448,00;12460,00;136,00;88,30;0,35;8089,80;108,00;69,20;28,00;19,10
668;P63;Irrigation;I6;-23;dry;24/09/08;;;;;27/05/09;F;;;;;;;;;;;;;;;;;;;;;38669,00;21720,00;10862,26;1560,00;123,00;17,20;0,86;218,00;5260,00;128,00;35,70;0,72;1467,00;280,00;300,00;60,00;7,80;0,87;39,00;1656,00;14600,00;190,00;118,92;0,37;9138,10;165,00;103,50;25,00;15,42
669;P63;Irrigation;I6;-24;harvesting;16/10/08;06/03/10;;;05/12/09;10/06/09;F;170,00;7080,00;137,80;33,80;0,75;1736,60;666,00;6280,00;137,00;34,50;0,75;1581,50;185,00;193,00;378,00;4320,00;150,60;57,80;0,62;1658,00;38690,00;21400,00;10553,23;1540,00;97,00;11,40;0,88;181,00;5800,00;78,00;21,30;0,73;1583,80;394,00;580,00;41,00;5,00;0,88;70,70;1310,00;13480,00;152,00;98,30;0,35;8717,70;109,00;68,50;43,00;29,80
670;P63;Irrigation;I6;-25;;29/10/08;24/04/10;;;;;A;157,00;7000,00;203,80;53,40;0,74;1834,20;676,00;6760,00;137,70;38,70;0,72;1899,90;185,00;188,00;373,00;5000,00;214,90;77,70;0,64;1807,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
671;P63;Irrigation;I6;-26;;13/11/08;26/03/11;;;;22/07/09;F;186,00;9000,00;207,50;73,30;0,65;3179,30;663,00;6200,00;216,00;67,80;0,69;1946,10;192,00;188,00;380,00;4600,00;222,30;117,30;0,47;2427,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
672;P63;Irrigation;I6;-27;dry;26/11/08;26/03/11;;;;22/07/09;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
673;P63;Irrigation;I6;-28;dry;24/12/08;;23/06/10;;;19/08/09;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
674;P63;Irrigation;I6;-29;harvest;07/01/09;18/09/10;;;06/03/10;30/09/09;F;181,00;8100,00;196,80;48,00;0,76;1975,60;676,00;6500,00;200,40;95,30;0,52;3091,10;186,00;190,00;376,00;4140,00;182,90;107,90;0,41;2442,40;38781,00;12140,00;5798,78;1520,00;125,00;18,10;0,86;220,00;3380,00;70,00;24,00;0,66;1158,90;1010,00;900,00;44,00;11,90;0,73;243,40;830,00;6340,00;143,00;94,20;0,34;4176,40;116,00;76,80;27,00;17,40
675;P63;Irrigation;I6;-30;dry;21/01/09;;;;24/04/10;11/11/09;F;;;;;;;;;;;;;;;;;;;;;38830,00;15000,00;7023,62;1660,00;143,00;23,50;0,84;273,00;5480,00;86,00;34,70;0,60;2211,10;1780,00;1600,00;41,00;6,90;0,83;269,30;607,00;6260,00;202,00;137,80;0,32;4270,40;173,00;119,30;29,00;18,50
676;P63;Irrigation;I6;-31;;04/02/09;01/10/10;;;;;A;181,00;7540,00;203,50;106,70;0,48;3953,40;676,00;7700,00;204,60;98,70;0,52;3714,50;188,00;186,00;374,00;5740,00;191,40;106,70;0,44;3199,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
677;P63;Irrigation;I6;-32;;18/02/09;01/10/10;;;;;A;180,00;7620,00;223,10;101,90;0,54;3480,40;663,00;6740,00;220,40;110,80;0,50;3388,30;182,00;186,00;368,00;4440,00;184,00;117,10;0,36;2825,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
678;P63;Irrigation;I6;-33;dry;04/03/09;05/08/11;27/04/11;;;17/03/10;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
679;P63;Irrigation;I6;-34;;01/04/09;04/01/11;;;18/09/10;31/03/10;F;170,00;8000,00;186,10;62,70;0,66;2695,30;670,00;7100,00;234,60;104,70;0,55;3168,70;198,00;202,00;400,00;4900,00;178,90;85,50;0,52;2341,80;38977,00;15070,00;8565,73;1070,00;242,00;80,10;0,67;354,00;3210,00;217,00;101,00;0,53;1494,10;628,00;730,00;32,00;9,40;0,71;214,40;1093,00;10060,00;140,00;90,50;0,35;6503,10;110,00;69,20;30,00;21,30
680;P63;Irrigation;I6;-35;;15/04/09;24/09/10;;;18/09/10;31/03/10;F;178,00;7100,00;224,00;145,00;0,35;4596,00;653,00;6200,00;196,30;141,30;0,28;4462,90;195,00;198,00;393,00;3540,00;171,00;115,80;0,32;2397,30;38977,00;18610,00;10878,37;1230,00;228,00;98,10;0,57;529,00;3780,00;223,00;96,20;0,57;1630,70;846,00;1050,00;47,00;24,90;0,47;556,30;1418,00;12550,00;133,00;86,50;0,35;8162,20;102,00;63,40;31,00;23,10
681;P63;Irrigation;I6;-36;dry;29/04/09;01/07/11;22/06/11;;01/10/10;14/04/10;F;;;;;;;;;;;;;;;;;;;;;38990,00;17820,00;10892,52;1120,00;204,00;95,80;0,53;526,00;3830,00;202,00;119,70;0,41;2269,60;1215,00;1140,00;37,00;8,60;0,77;265,00;1704,00;11730,00;130,00;86,80;0,33;7832,00;97,00;62,10;33,00;24,70
682;P63;Irrigation;I6;-37;dry;13/05/09;07/09/11;07/09/11;;01/10/10;28/04/10;F;;;;;;;;;;;;;;;;;;;;;38990,00;16451,00;9512,11;880,00;210,00;110,50;0,47;463,00;3610,00;208,00;104,30;0,50;1810,20;1202,00;1060,00;31,00;8,20;0,74;280,40;1417,00;10901,00;120,00;76,60;0,36;6958,50;87,00;52,70;33,00;23,90
683;P63;Irrigation;I6;-38;;10/06/09;15/10/10;;;15/10/10;28/04/10;F;180,00;8220,00;182,70;104,30;0,43;4692,60;683,00;7200,00;220,50;137,90;0,37;4502,90;198,00;192,00;390,00;580,00;130,00;109,10;0,16;486,80;39004,00;17100,00;7962,48;1210,00;210,00;132,70;0,37;765,00;3570,00;201,00;89,50;0,55;1589,60;810,00;870,00;40,00;16,70;0,58;363,20;1590,00;11450,00;198,00;90,70;0,54;5245,00;158,00;64,20;40,00;26,50
684;P63;Irrigation;I6;-39;;24/06/09;22/10/10;;;22/10/10;12/05/10;F;181,00;7340,00;217,90;84,80;0,61;2856,50;670,00;5760,00;240,50;128,40;0,47;3075,20;190,00;193,00;383,00;3800,00;245,60;147,70;0,40;2285,30;39011,00;19802,00;15884,61;1460,00;213,00;78,80;0,63;540,00;3972,00;212,00;120,10;0,43;2250,20;1050,00;1180,00;46,00;20,10;0,56;515,60;1893,00;13190,00;112,20;107,00;0,05;12578,70;75,00;76,40;32,00;35,80
685;P63;Irrigation;I6;-40;dry;22/07/09;15/04/11;;13/04/11;30/10/10;26/05/10;F;;;;;;;;;;;;;;;;;;;;;39019,00;19330,00;14157,53;1330,00;220,00;115,40;0,48;698,00;3640,00;228,00;137,20;0,40;2190,40;1330,00;1430,00;35,00;17,30;0,51;706,80;1440,00;12930,00;136,00;111,10;0,18;10562,70;101,00;73,80;35,00;37,30
686;P63;Irrigation;I6;-41;havested;14/10/09;05/08/11;;;27/11/10;09/06/10;F;159,00;5900,00;244,60;95,70;0,61;2308,40;668,00;6400,00;206,00;83,20;0,60;2584,90;194,00;191,00;385,00;4050,00;214,80;106,60;0,50;2009,90;39047,00;22430,00;13003,31;1840,00;243,00;108,30;0,55;820,00;4220,00;214,00;93,80;0,56;1849,70;750,00;670,00;38,00;5,90;0,84;104,00;1805,00;15700,00;128,00;83,40;0,35;10229,50;100,00;64,60;28,00;18,80
687;P63;Irrigation;I6;-42;;25/11/09;;;;18/12/10;07/07/10;F;;;;;;;;;;;;;;;;;;;;;39068,00;18160,00;10095,65;1180,00;210,90;62,10;0,71;347,00;4160,00;206,70;73,70;0,64;1483,30;856,00;660,00;28,60;4,70;0,84;108,50;1510,00;12160,00;122,10;81,90;0,33;8156,50;97,10;62,10;25,00;19,80
688;P63;Irrigation;I6;-43;;25/11/09;;;;;07/07/10;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
689;P63;Irrigation;I6;-44;;25/11/09;18/03/11;;;;21/07/10;M;98,00;3000,00;238,60;161,40;0,32;2029,30;671,00;6500,00;250,30;167,90;0,33;4360,20;180,00;198,00;378,00;4600,00;232,20;124,30;0,46;2462,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
690;P63;Irrigation;I6;-45;dry;09/12/09;07/09/11;;07/09/11;;04/08/10;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
691;P63;Irrigation;I6;-46;;23/12/09;05/02/11;;;05/02/11;01/09/10;F;144,00;5300,00;198,70;110,60;0,44;2950,10;641,00;6500,00;200,50;80,50;0,60;2609,70;188,00;183,00;371,00;4600,00;241,90;138,30;0,43;2629,90;39117,00;5940,00;3517,86;650,00;211,50;99,50;0,53;306,00;2180,00;207,00;105,10;0,49;1106,90;582,00;560,00;28,00;14,00;0,50;280,00;381,00;2550,00;115,40;82,60;0,28;1825,20;96,40;68,30;19,00;14,30
692;P63;Irrigation;I6;-47;;06/01/10;;;;;01/09/10;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
693;P63;Irrigation;I6;-48;;20/01/10;;;;;15/09/10;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
694;P63;Irrigation;I6;-49;;03/02/10;07/09/11;;;;;A;170,40;6000,00;212,70;83,50;0,61;2355,40;599,00;4950,00;184,40;63,40;0,66;1701,90;297,00;296,00;593,00;3850,00;240,10;129,40;0,46;2074,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
695;P63;Irrigation;I6;-50;;03/03/10;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
696;P63;Irrigation;I6;-51;;17/03/10;;;;;16/03/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
697;P63;Irrigation;I6;-52;;31/03/10;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
698;P63;Irrigation;I6;-53;;28/04/10;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
699;P63;Irrigation;I6;-54;;12/05/10;;;;07/09/11;13/04/11;F;;;;;;;;;;;;;;;;;;;;;39331,00;16400,00;8836,76;1010,00;250,00;71,30;0,71;288,00;3680,00;209,00;82,80;0,60;1457,90;1548,00;2540,00;53,00;11,00;0,79;527,20;962,00;9170,00;115,40;82,60;0,28;6563,60;114,00;71,90;23,00;18,40
700;P63;Irrigation;I6;-55;;26/05/10;;;;;27/04/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
701;P63;Irrigation;I6;-56;;23/06/10;;;;;27/04/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
702;P63;Irrigation;I6;-57;;07/07/10;;;;;27/04/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
